"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3687187";"";"None";"449.51";"1";"5.38";"BDBM47117";"N#Cc1cc(-c2ccnc(Nc3cncc(-c4cccnc4)c3)c2)ccc1OC1CCOCC1";"IC50";"'='";"260.0";"nM";"6.58";"";"198638";"UO_0000065";"14.65";"0.26";"1.21";"7.08";"0";"CHEMBL3706335";"Flashplate Assay: 1 nM IKKe, 800 nM biotinylated IkBalpha(19-42) peptide (Biotin-C6-C6-GLKKERLLDDRHDSGLDSMKDEE) and 10 Î¼M ATP (spiked with 0.3 uCi of 33P-ATP/well) are incubated at 30 C. for 2 hours in a total volume of 50 ul (10 mM MOPS, 10 mM Mg acetate, 0.1 mM EGTA, 1 mM dithiothreitol, 0.02% of Brij35, 0.1% of BSA, 0.1% of BioStab, pH 7.5) with or without test compound. The reaction is stopped using 25 ul of 200 mM EDTA. After 30 min at room temperature, the liquid is removed, and each well is washed three times with 100 Î¼l of 0.9% sodium chloride solution. Non-specific reaction is determined in the presence of 3 uM MSC2119074 (BX-795). The radioactivity is measured using a Topcount (PerkinElmer).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638777";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL4537673";"BAY-985";"None";"553.59";"1";"4.38";"34; BAY-985";"C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"13.59";"0.26";"3.14";"7.09";"0";"CHEMBL4380518";"Inhibition of recombinant full length human N-terminal His-tagged TBK1 using biotin-labelled Ahx-GDEDFSSFAEPG peptide as substrate preincubated with enzyme for 15 mins followed by substrate addition and further incubated for 30 mins in presence of 1 mM of ATP by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376867";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";""
"CHEMBL3650746";"";"None";"443.51";"0";"3.73";"BDBM148130";"COC[C@H]1CCCN1c1ccc(-c2ccnc(Nc3ccc(NC(C)=O)nc3)n2)cc1C#N";"IC50";"'<'";"30.0";"nM";"";"";"286111";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3975991";"";"None";"384.44";"0";"3.53";"BDBM209657";"Cc1cc(NC(=O)c2cc(-c3cnn(Cc4ccccc4)c3)cnc2N)ccn1";"IC50";"'='";"8100.0";"nM";"5.09";"";"370648";"UO_0000065";"13.24";"0.24";"1.56";"5.16";"0";"CHEMBL3888072";"TBK1 Cell Assay: Assay Overview: MDA-MB-468 cells are detached with HyQ-Tase, counted, and seeded into a 384-well clear bottom TC-surface plate at density of 10,000 cells per well in a total volume of 35 ul complete medium. Alternatively cells are directly seeded from frozen vials. Cells are pre-treated with inhibitor compounds for 1 h prior to Poly(I:C) stimulation. After 2 h of incubation with Poly(I:C), cells are fixed in (para)formaldehyde (PFA) and permeabilized with methanol (MeOH). The cells are then blocked and incubated with an anti-pIRF3 antibody at 4oC overnight. The primary antibody is washed off, an AlexaFluor488-conjugated secondary is added, cells are counterstained with propidium iodide followed by image acquisition on IMX Ultra high content reader.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3650708";"";"None";"345.41";"0";"3.09";"BDBM148092";"Cn1cncc1Nc1nccc(-c2ccc(N3CCCC3)c(C#N)c2)n1";"IC50";"'<'";"300.0";"nM";"";"";"286079";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3901749";"";"None";"372.82";"0";"2.47";"BDBM209678";"COCCn1cc(-c2cnc(N)c(C(=O)Nc3ccncc3Cl)c2)cn1";"IC50";"'='";"740.0";"nM";"6.13";"";"370568";"UO_0000065";"16.44";"0.32";"3.66";"5.68";"0";"CHEMBL3888070";"TBK1 : The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 uM ATP (spiked with 0.25 uCi 33P-ATP/well) are incubated in a total volume of 50 ul (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 ul 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 ul 0.9% sodium chloride solution.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3950028";"";"None";"429.93";"0";"3.53";"BDBM209673";"Nc1ncc(-c2ccc(CN3CCOCC3)s2)cc1C(=O)Nc1ccncc1Cl";"IC50";"'='";"250.0";"nM";"6.60";"";"370563";"UO_0000065";"15.36";"0.31";"3.07";"7.07";"0";"CHEMBL3888070";"TBK1 : The kinase assay is performed as 384-well Flashplate assay assay (for e.g. Topcount measurement. 0.6 nM TANK binding kinase (TBK1), 800 nM biotinylated MELK-derived peptide (Biotin-Ah-Ah-AKPKGNKDYHLQTCCGSLAYRRR) SEQ ID NO: 2 and 10 uM ATP (spiked with 0.25 uCi 33P-ATP/well) are incubated in a total volume of 50 ul (10 mM MOPS, 10 mM Mg-acetat, 0.1 mM EGTA, 1 mM DTT, 0.02% Brij35, 0.1% BSA, pH 7.5) with or without test compound for 120 Min at 30° C. The reaction is stopped with 25 ul 200 mM EDTA. After 30 Min at room temperature the liquid is removed and each well washed thrice with 100 ul 0.9% sodium chloride solution.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886561";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL5088930";"";"None";"458.36";"0";"3.19";"9";"Brc1cnc(Nc2cccc(CN3CCOCC3)c2)nc1NCCc1c[nH]cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5086901";"";"None";"406.42";"0";"3.54";"3";"Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCc2c[nH]cn2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5083125";"";"None";"533.45";"1";"3.07";"6";"NS(=O)(=O)c1ccc(CNc2nc(Nc3cccc(CN4CCOCC4)c3)ncc2Br)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5087433";"";"None";"411.43";"0";"3.01";"8";"Cc1nn(CC(F)(F)F)cc1Nc1nccc(NCCCNC(=O)C2CCC2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5091582";"";"None";"366.35";"0";"2.67";"15";"Cc1nn(CC(F)(F)F)cc1Nc1nccc(NCCc2cnc[nH]2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5087006";"";"None";"467.56";"0";"3.11";"16";"NS(=O)(=O)c1ccc(CNc2ccnc(Nc3cccc(NC(=O)N4CCCC4)c3)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL4537673";"BAY-985";"None";"553.59";"1";"4.38";"EUB0000305";"C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1";"IC50";"";"2.0";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL4884194";"Biochemical assay (low ATP) with TBK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507318";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";""
"CHEMBL5079601";"";"None";"451.50";"0";"3.88";"4";"Cc1nn(CC(F)(F)F)cc1Nc1ncc(C2CC2)c(NCCCNC(=O)C2CCC2)n1";"IC50";"'='";"192.0";"nM";"6.72";"";"";"UO_0000065";"14.88";"0.29";"2.84";"6.94";"0";"CHEMBL5046601";"Inhibition of human TTBK1 (1 to 479 residues) using Casein as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.6667 hr";"INHIBITOR"
"CHEMBL5088682";"";"None";"507.62";"1";"3.98";"21";"NS(=O)(=O)c1ccc(CNc2nc(Nc3cccc(NC(=O)N4CCCC4)c3)ncc2C2CC2)cc1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"13.58";"0.26";"2.91";"4.84";"0";"CHEMBL5046601";"Inhibition of human TTBK1 (1 to 479 residues) using Casein as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.6667 hr";"INHIBITOR"
"CHEMBL4446892";"";"None";"520.34";"1";"3.31";"GSK8612";"Cc1nn(CC(F)(F)F)cc1Nc1ncc(Br)c(NCc2ccc(S(N)(=O)=O)cc2)n1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"14.28";"0.33";"4.12";"5.81";"0";"CHEMBL5046601";"Inhibition of human TTBK1 (1 to 479 residues) using Casein as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.6667 hr";"INHIBITOR"
"CHEMBL3650745";"";"None";"442.48";"0";"2.57";"BDBM148129";"CC(=O)Nc1ccc(Nc2nccc(-c3ccc(N4CCC[C@H]4C(N)=O)c(C#N)c3)n2)cn1";"IC50";"'<'";"300.0";"nM";"";"";"286110";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL4537673";"BAY-985";"None";"553.59";"1";"4.38";"EUB0000305";"C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1";"IC50";"";"312.0";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL4884197";"NanoBRET with TBK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507318";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Num of experiments None 2.0 None";""
"CHEMBL5079149";"";"None";"546.45";"1";"3.87";"13";"NS(=O)(=O)c1ccc(CNc2nc(Nc3cccc(NC(=O)N4CCCC4)c3)ncc2Br)cc1";"IC50";"'='";"6170.0";"nM";"5.21";"";"";"UO_0000065";"9.53";"0.21";"1.34";"3.66";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR"
"CHEMBL5085430";"";"None";"516.44";"1";"4.33";"18";"O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br)C1CCC1";"IC50";"'='";"338.0";"nM";"6.47";"";"";"UO_0000065";"12.53";"0.27";"2.14";"5.82";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR"
"CHEMBL3650733";"";"None";"361.41";"0";"2.06";"BDBM148117";"Cn1nccc1Nc1nccc(-c2ccc(N3CC[C@H](O)C3)c(C#N)c2)n1";"IC50";"'<'";"300.0";"nM";"";"";"286098";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3650753";"";"None";"472.57";"0";"4.21";"BDBM148137";"CN1CCC(Nc2ccc(Nc3nccc(-c4ccc(N5CC[C@H](F)C5)c(C#N)c4)n3)cn2)CC1";"IC50";"'<'";"30.0";"nM";"";"";"286118";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3650740";"";"None";"458.57";"0";"3.09";"BDBM148124";"CN(C)CCNc1ccc(Nc2nccc(-c3ccc(N4CCC(O)CC4)c(C#N)c3)n2)cn1";"IC50";"'<'";"300.0";"nM";"";"";"286105";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3650727";"";"None";"455.57";"0";"3.65";"BDBM148111";"CN(C)CCNC(=O)c1cccc(Nc2nccc(-c3ccc(N4CCCC4)c(C#N)c3)n2)c1";"IC50";"'<'";"30.0";"nM";"";"";"286092";"UO_0000065";"";"";"";"";"0";"CHEMBL3707833";"Time-Resolved Fluorescence-based Lanthascreen Assay: Inhibitions studies were performed using a time-resolved fluorescence-based Lanthascreen assay. Phosphorylation of a fluorescein-labelled substrate peptide is measured using terbium-labeled phosphospecific antibodies. Terbium is excited at 340 nm and the FRET energy transfer to fluorescein is measured at 495 and 520 nm. The emission ratio between 520 and 495 is a measure of the level of phosphorylation of the substrate by the kinase.Kinase inhibition assays (10 Î¼L) were performed at 20Â° C. in 384-well plate format. Compound IC50 values were determined at the apparent Km for ATP (20 Î¼M) based on a radiometric assay (Invitrogen) using 8 or 10 point curves in duplicate. The final reaction conditions contained 400 nM fluorescein-IkBÎ± substrate (DRHDSGLDSMKDE), 20 Î¼M ATP, 2 nM or 8 nM IKKÎµ or TBK1 kinase respectively, and 3% DMSO in kinase assay buffer consisting of 50 mM HEPES (pH 7.5), 10 mM MgCl, 1 mM EGTA, 0.01% Brij-35.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639223";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL5089987";"";"None";"454.56";"0";"2.31";"19";"NS(=O)(=O)c1ccc(CNc2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
"CHEMBL5085698";"";"None";"379.47";"0";"2.43";"20";"c1cc(CN2CCOCC2)cc(Nc2nccc(NCCc3cnc[nH]3)n2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5046589";"Displacement of tracer K5 from NLuc fused TBK1 (unknown origin) expressed in HEK293 cells by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5408";"Serine/threonine-protein kinase TBK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046221";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";""
